tmdb_id,show_title,character_name,billing_order,tmdb_person_id,name,also_known_as,gender,birthday,deathday,age,place_of_birth,nationality,known_for_dept,biography,marriage_status,spouse_names,partner_names,profile_url,instagram_id,instagram_url,twitter_id,twitter_url,facebook_id,facebook_url,tiktok_id,tiktok_url,imdb_id,wikidata_id,popularity
111703,Tövbeler Olsun,Kazım Horanta,11,2681740,Kerem Muslugil,,Male,1984-12-10,,41,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/1nRgaLr8NwOxalL4cOjagpQY9Ei.jpg,keremmuslugil,https://www.instagram.com/keremmuslugil/,KeremMuslugil,https://twitter.com/KeremMuslugil,,,,,,,0.12
111703,Tövbeler Olsun,Ertan,12,1975604,Mert Denizmen,,Male,1986-06-02,,39,"Istanbul, Turkey",Turkey,Acting,"Mert Denizmen was born on 2 June 1986 in Istanbul, Turkey. He is an actor, known for Cinayet Süsü (2019), Champion (2018) and Pocket Hercules: Naim Süleymanoglu (2019).",Unknown,,,https://image.tmdb.org/t/p/w500/w6IxMxbZxTghtM1hUUVolynckE4.jpg,denizmen,https://www.instagram.com/denizmen/,,,,,,,nm6464606,,0.21
111703,Tövbeler Olsun,Jale,13,1310217,Cansu Kurgun,,Female,1990-06-04,,35,"Izmir, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/tF0TeFCov9JRRiVjdTTsPXYaFp7.jpg,cansukurgun,https://www.instagram.com/cansukurgun/,cansukurgun,https://twitter.com/cansukurgun,,,,,nm5817478,,0.25
111703,Tövbeler Olsun,Dr. Şevki Hoşnefes,14,1259410,Ahmet Özhan,Ahmet Katıöz | Ahmet Şükrü Katıöz,Male,1950-08-26,,75,"Şanlıurfa, Türkiye",Türkiye,Acting,,Divorced,Hale Soygazi,,https://image.tmdb.org/t/p/w500/tn4oXUoQOocoZ21xw3ae3kjBJAX.jpg,ahmetozhanofficial,https://www.instagram.com/ahmetozhanofficial/,,,,,,,nm1042063,Q401989,0.2
125527,Twist of Fate,Bora Dogrusöz,0,1789662,Aytaç Şaşmaz,Айтач Шашмаз,Male,1998-08-04,,27,"Manisa, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/927zxZzlFyFvc3tYLqBbmtGjpaT.jpg,aytacsasmaz,https://www.instagram.com/aytacsasmaz/,aytacsasmaz,https://twitter.com/aytacsasmaz,,,,,,,3.23
125527,Twist of Fate,Ada Tözün,1,2065258,Cemre Baysel,,Female,1999-02-05,,27,"Izmir, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/c6ftdtt8o8NCp5o8v7rJmmhlQ3C.jpg,cemrebaysel,https://www.instagram.com/cemrebaysel/,,,,,,,nm6881769,Q107463107,4.85
125527,Twist of Fate,Rüzgar Akcan,2,2276742,İdris Nebi Taşkan,,Male,1997-08-18,,28,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/a8jOXKly8hOsnXNdKPRSKztdnla.jpg,nebitaskannn,https://www.instagram.com/nebitaskannn/,,,,,,,nm8419928,Q30636166,0.35
125527,Twist of Fate,Tuğçe Dikman,3,3089948,Aslı Sümen,Аслы Сюмен,Female,1994-09-17,,31,"Mersin, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/z63evdCyljT0TPnzEWkmye3dRcJ.jpg,asliisumen,https://www.instagram.com/asliisumen/,,,,,,,,,0.32
125527,Twist of Fate,Nergis Şahin,4,145289,Hande Subaşı,هانده سوباشی,Female,1984-02-21,,42,"Ankara, Türkiye",Türkiye,Acting,"Hande Subaşı (born 21 February 1984) is a Turkish actress and beauty pageant titleholder. She was the winner of the 2005 Miss Turkey competition. As an actress, she has appeared in more than ten films and theatre since 2006.",Unknown,,,https://image.tmdb.org/t/p/w500/cDUCPtMshUe287pl6wZckveUD8d.jpg,handesubasicom,https://www.instagram.com/handesubasicom/,handesubasicom,https://twitter.com/handesubasicom,,,,,nm2204395,Q12809879,0.63
125527,Twist of Fate,Belma Dogrusöz,5,3089951,Funda İlhan,,Female,1971-06-28,,54,"Izmir, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/1cc8a7gBj9EkLqbWHkbmu5CVLNC.jpg,fundailhn,https://www.instagram.com/fundailhn/,,,,,,,,,0.35
125527,Twist of Fate,Yasemin Tözün,6,1964256,Tuğba Çom,,Female,1990-08-27,,35,"Rize, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/bDTuSHyVHVur7JAAkaZ5zxBIUoz.jpg,tugbacommakar,https://www.instagram.com/tugbacommakar/,,,,,,,,,0.34
125527,Twist of Fate,Ali Dogrusöz,7,2072075,Anıl Çelik,,Male,1988-01-01,,38,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/xALa3e9oRiwOWODoAEjyUzN78V1.jpg,celikanil,https://www.instagram.com/celikanil/,,,,,,,,,0.96
125527,Twist of Fate,Evren,8,1443186,Ozan Dağgez,,Male,1982-10-16,,43,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/ajxys00eSQ7YX2iA35Rh2mfe444.jpg,ozandaggez,https://www.instagram.com/ozandaggez/,ozandaggez,https://twitter.com/ozandaggez,,,,,nm2060338,,0.4
125527,Twist of Fate,Selin,9,3766928,İrem Yüksel,,Female,1995-01-01,,31,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/5X4d8jvfFmv1wPWzTsxo1LHtwa4.jpg,iremyuk,https://www.instagram.com/iremyuk/,,,,,,,,,0.23
125527,Twist of Fate,Aslan Şahin,10,3089949,Emrah Ben,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.1
125527,Twist of Fate,Piril,11,2079835,Suğdem Gözalır,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/4tywZ49UXgeRtqP1V0N3m7206Nr.jpg,,,,,,,,,,,0.13
125527,Twist of Fate,Elif,12,4010356,Azra Aksu,,Unknown,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/7tuqwtxV84kZzb64VJ4H4EFJ4Vi.jpg,,,,,,,,,,,0.27
125527,Twist of Fate,Zafer Dogrusöz,13,106620,Altan Erkekli,,Male,1955-11-18,,70,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/u6Tc6oP3jgkEKBseMIyddXqZWk4.jpg,altan_erkekli,https://www.instagram.com/altan_erkekli/,,,,,,,nm0259472,Q4736145,0.36
108904,The Red Room,Dr. Manolya Yadigaroğlu,0,115012,Binnur Kaya,,Female,1972-04-19,,53,"Ankara, Türkiye",Türkiye,Acting,"Binnur Kaya (born 19 April 1972) is a Turkish actress. Kaya graduated in theatre from Bilkent University in 1995.

She joined the BKM theatre troupe and appeared with them in such as Bir Demet Tiyatro, Bekarlar ve Bana Bir Şeyhler Oluyor.

Later, she appeared in the series Dış Kapının Mandalları directed by her close friend Engin Günaydın in 1998 and then in other popular series like Çarli, Yabancı Damat, 7 Numara, Kaynanalar and Baba Evi. She played numerous roles in Bir Demet Tiyatro. In 2003, she appeared in the film İnşaat directed by Ömer Vargı. Then she acted in the films Babam ve Oğlum, Abuzer Kadayıf, Küçük Kıyamet and Hayatımın Kadınısın.

Between 2007 and 2008, she played two roles as Dilber and Şahika Koçarslanlı in the hit sitcom Avrupa Yakası.

Kaya received a lot of acclaim f",Unknown,,,https://image.tmdb.org/t/p/w500/yYFWPDkScL4OgZPO5Z50rVwe5jQ.jpg,binnur.kaya.resmi,https://www.instagram.com/binnur.kaya.resmi/,,,,,,,nm1300254,Q4914460,0.68
108904,The Red Room,Sekreter Tuna,4,2443401,Gülçin Kültür Şahin,,Female,1987-10-10,,38,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/aHDAUVp0I4l2UluLTnD7VBqRxaD.jpg,gulcinkultur,https://www.instagram.com/gulcinkultur/,,,,,,,nm9473365,Q97235794,0.39
108904,The Red Room,Çaycı Hüseyin,5,2329189,Baran Can Eraslan,,Male,1990-06-18,,35,"Izmir, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/7MuMcj4tahIXgKjn4XTTdaMAaHj.jpg,barancaneraslan,https://www.instagram.com/barancaneraslan/,,,,,,,,,0.3
131906,First and Last,Serkan,12,545560,Timuçin Esen,Mahmut Timuçin Esen,Male,1973-08-14,,52,"Adana, Türkiye",Türkiye,Acting,"Mahmut Timuçin Esen (born 14 August 1973) is a Turkish actor.

Esen starred in the film Gönül Yarası alongside Şener Şen for which he won both a Golden Orange and a SİYAD award. He had first main TV role in hit police series Hırsız Polis.",Unknown,,,https://image.tmdb.org/t/p/w500/kjWFagwq3xzWjrvP7x8DiHHhAPp.jpg,,,,,,,,,nm1731801,Q7807711,0.97
131906,First and Last,Günes,13,109137,Bergüzar Korel,,Female,1982-08-27,,43,"Istanbul, Turkey",Turkey,Acting,"Bergüzar Gökçe Korel (born 27 August 1982) is a Turkish actress.

Korel made her debut as Leyla in Valley of the Wolves: Iraq. She came to wide attention after starring as Şehrazat Evliyaoğlu in Binbir Gece. She appeared in Magnificent Century as a guest role of Monica Teresse for one episode (Episode 24). In 2012, she starred as Feride Şadoğlu alongside Kenan İmirzalıoğlu in the popular series Karadayı.",Married,Halit Ergenç,,https://image.tmdb.org/t/p/w500/94mq389luGnWLjcMIzWeJsLPGto.jpg,berguzarkorel,https://www.instagram.com/berguzarkorel/,,,,,,,nm1868654,Q1271784,1.12
131906,First and Last,Dodo,14,1483856,Cemal Toktas,Cemal Toktaş,Male,1983-01-14,,43,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/y24yhgzL76O2X3hRXZaSBhzTQyl.jpg,cemaltoktas,https://www.instagram.com/cemaltoktas/,cmltoktas,https://twitter.com/cmltoktas,,,,,nm2498074,Q6051906,0.32
131906,First and Last,,15,1590336,Gizem Erdem,,Female,1978-10-05,,47,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/x728F71pDeT4aXb1a5OooVoOI6r.jpg,gizmoerdemmm,https://www.instagram.com/gizmoerdemmm/,,,,,,,nm4003899,Q46998318,0.23
131906,First and Last,Kerem,16,1956393,Durukan Çelikkaya,,Male,2000-02-01,,26,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/x19hkd0b5Q8CYDAeRA0IGrffa41.jpg,durukanclkky,https://www.instagram.com/durukanclkky/,durukanclkkya,https://twitter.com/durukanclkkya,,,,,nm4899930,Q6011572,0.44
131906,First and Last,Child Kerem,17,3836213,Mustafa Enis Bilir,,Male,2014-11-22,,11,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/ngiBUf3DXqfclQPuuiYVq5czFnk.jpg,enissbilir,https://www.instagram.com/enissbilir/,,,,,,,,,0.11
131906,First and Last,,18,2105209,Aydan Taş,,Female,1982-01-01,,44,"Hatay, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/pH5cwyUesusmSBbzArBej2TJ2h4.jpg,aydantas1,https://www.instagram.com/aydantas1/,,,,,,,nm3520159,Q6039208,0.1
311281,Tozkoparan İskender: Kaos,,0,1686038,Çağan Efe Ak,چاغان افه آک,Male,2007-06-06,,18,"Istanbul, Turkey",Turkey,Acting,"Child actor, cinema and TV series actor. He was born in Istanbul. He continues his primary education education.

The little actor met with the cameras through commercials. 'Cagan Efe Ak', who appeared in LC Waikiki and Vodafone commercials, had his first acting experience with the series 'Bir Gun Bir Cocuk', then played the character 'Sehzade Murat' in 'Muhtesem Yuzyil Kosem / Magnificent Century Kösem'.

The child actor is also interested in Aikido sport. In 2016, he played Sarp's childhood in the TV series 'Icerde', became famous with this role, and in 2018 he appeared in the films 'Ailecek Saskiniz', 'Deliler Fatih'in Fermani'. In 2020, he played the character of 'Iskender' in the 'Tozkoparan Iskender' series, where he played the leading role. It continues to take part in new projects.
",Unknown,,,https://image.tmdb.org/t/p/w500/yAVeO6Ed8ZPyRYonfyiUG9TCnFj.jpg,caganefeak,https://www.instagram.com/caganefeak/,caganefeeak,https://twitter.com/caganefeeak,,,,,nm8443498,Q105382906,0.71
311281,Tozkoparan İskender: Kaos,,1,1570894,Berat Efe Parlar,,Male,2004-05-31,,21,"İstanbul, Türkiye",Türkiye,Acting,"Berat Efe Parlar is known for 61 Days (2016), Güldüy Güldüy Show Çocuk (2016) and Poyraz Karayel (2015).",Unknown,,,https://image.tmdb.org/t/p/w500/auWCt5EWaHO0Q67qvDtfw0nuzmU.jpg,efeparlar,https://www.instagram.com/efeparlar/,,,,,,,nm6490725,Q109492241,0.18
311281,Tozkoparan İskender: Kaos,,2,3071732,Yusuf Gökhan Atalay,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.04
311281,Tozkoparan İskender: Kaos,,3,1493175,Can Sipahi,,Male,1988-01-20,,38,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/jZ90IsLrradvOnhl97qhULxOx6f.jpg,cnsph,https://www.instagram.com/cnsph/,,,,,,,,,0.31
311281,Tozkoparan İskender: Kaos,,4,1963184,Yagiz Kilinc,,Male,2007-07-16,,18,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,,,,,,,,,,,,0.2
311281,Tozkoparan İskender: Kaos,,5,227154,Durul Bazan,,Male,1972-09-20,,53,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/R6y9kCo57G2Ol820X3TaipM32r.jpg,durulbazan,https://www.instagram.com/durulbazan/,BAZANDURUL,https://twitter.com/BAZANDURUL,,,,,nm1727005,Q17045588,0.4
311281,Tozkoparan İskender: Kaos,,6,2342736,Tuana Naz Tiryaki,توانا ناز تریاکی,Female,2006-10-20,,19,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/zjIqXqQZWQZR0ugBtGcL8lFKTjX.jpg,tuananaztiryaki,https://www.instagram.com/tuananaztiryaki/,,,,,,,,,1.7
311281,Tozkoparan İskender: Kaos,,7,3982301,Bensu Uğur,,Female,2002-01-01,,24,"İzmir, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/hsp5D0oO1klz8n04V8keG28aw2.jpg,bensuugurr,https://www.instagram.com/bensuugurr/,,,,,,,,,0.78
311281,Tozkoparan İskender: Kaos,,8,2202348,Deniz Erayvaz,,Male,2009-02-23,,17,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/2loctXahKtruZNKVcjD0H91Cods.jpg,,,,,,,,,nm7799703,Q105637129,0.15
311281,Tozkoparan İskender: Kaos,,9,5059457,Şevval Aldırmaz,,Unknown,,,,,,Acting,,Unknown,,,,,,,,,,,,,,0.02
238711,Lost in Love,Mete Karaaslan,0,1258831,Uraz Kaygılaroğlu,우라즈 카이글라롤루,Male,1987-06-30,,38,"Istanbul, Turkey",Turkey,Acting,"Uraz Kaygılaroğlu (born 30 June 1987) is a Turkish actor, stand-up comedian and TV presenter. He is a graduate of Istanbul Bilgi University with a degree in commercials and advertising.

In 2014, he was cast in the TRT 1 period drama Yedi Güzel Adam based life of poet ""Adil Erdem Bayazıt"". He returned comedy between 2015 and 2017, he starred with co-star ”Berna Koraltürk” in the comedy series Baba Candır as Haluk Güney . This role became phenomenon. He was praised by critics for drama and comedy success.

He played the role of Kuzen Volki on Show TV's Klavye Delikanlıları series and in the movie ""Çakallarla Dans 5"". In the same year, he starred in the drama series Masum Değiliz and Egenin Hamsisi.

In 2020, he had a leading role with Merve Dizdar in the Gupse Özay's comedy film Eltilerin S",Divorced,Melis İşiten,,https://image.tmdb.org/t/p/w500/7rdov56gMxgsBhOMeqdwv1cgOiW.jpg,urazka,https://www.instagram.com/urazka/,urazka,https://twitter.com/urazka,,,,,nm5663163,Q6056880,2.04
238711,Lost in Love,İncila Arıkan,1,2065258,Cemre Baysel,,Female,1999-02-05,,27,"Izmir, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/c6ftdtt8o8NCp5o8v7rJmmhlQ3C.jpg,cemrebaysel,https://www.instagram.com/cemrebaysel/,,,,,,,nm6881769,Q107463107,4.85
238711,Lost in Love,Naz Ertekin,2,3299094,Asude Kalebek,,Female,1999-06-18,,26,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/eZlLvDRJ0Ur6okokb1VBqxLBqkw.jpg,asude_kalebek,https://www.instagram.com/asude_kalebek/,asudekalebek,https://twitter.com/asudekalebek,,,,,,,0.76
238711,Lost in Love,Belgin Karaaslan,3,236892,Şenay Gürler,Senay Gürler,Female,1966-06-28,,59,"Izmir, Turkey",Turkey,Acting,"Şenay Gürler is a Turkish stage, film and television actress.",In a relationship,,Semih Saygıner,https://image.tmdb.org/t/p/w500/5FqFZfj1O24wUruv48jfAJRP1ND.jpg,senay_gurler,https://www.instagram.com/senay_gurler/,senaygurler,https://twitter.com/senaygurler,,,,,nm1699371,Q8082471,0.68
238711,Lost in Love,Gülten Karaaslan,4,145520,Nilüfer Açıkalın,Nilüfer Küçükçavdar,Female,1967-01-01,,59,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/jcVX6kSmqQikf3SDMMNEL2mI5Ma.jpg,niluferacikalin,https://www.instagram.com/niluferacikalin/,,,,,,,nm0009897,Q6087796,0.37
238711,Lost in Love,Müberra Arıkan,5,1255131,Açelya Devrim Yılhan,,Female,1985-09-02,,40,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/f33V0utb49jnkgZlL1gtRVArqMP.jpg,aconyonn,https://www.instagram.com/aconyonn/,acedevrim,https://twitter.com/acedevrim,,,,,nm4446352,Q23920614,0.21
238711,Lost in Love,Bahri Kaftanlı,6,3117276,Edip Saner,,Male,1968-10-06,,57,"Ankara, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/lBB3UhBcJOXQoATcbpTkUQ2dWPA.jpg,edipsaner,https://www.instagram.com/edipsaner/,,,,,,,nm1855329,,0.17
238711,Lost in Love,Kont Ziya,7,1083415,Tamer Levent,,Male,1950-10-13,,75,"Izmir, Turkey",Turkey,Acting,"Born 1950 in Izmir, Turkey, Tamer Levent is a Turkish actor, director and playwright.",Married,Seynan Levent,,https://image.tmdb.org/t/p/w500/bQrGr7zTAdNfeGb18wNgPbXTmle.jpg,,,,,,,,,nm2416236,Q12812056,0.73
238711,Lost in Love,Filiz Ertekin,8,115008,Ceyda Düvenci,Ismail Duvenci's daughter,Female,1977-04-16,,48,Bursa,Bursa,Acting,"Ceyda Düvenci (born 16 April 1977, Bursa) is a Turkish actress. She started acting in TV series and television in the 1990s. She became known when she was the host of the program ""Morning Sugars"". Düvenci, who took part in theater plays, wrote children's books based on the treatment and life of her daughter Melisa, who was treated for cerebral palsy.",Unknown,,,https://image.tmdb.org/t/p/w500/1lmyMdhQCPuxo8gIjwLpZTUwEza.jpg,ceydadvenci,https://www.instagram.com/ceydadvenci/,Ceyda_duvenci,https://twitter.com/Ceyda_duvenci,,,,,nm0245176,Q3396062,0.92
238711,Lost in Love,Füsun Kaftanlı,9,46071,Sevinç Erbulak,,Female,1975-10-20,,50,"Istanbul, Turkey",Turkey,Acting,"Tiyatrocu bir anne (Füsun Erbulak) ve babanın (Altan Erbulak) kızıdır. İstanbul Şehir Tiyatroları oyuncusudur. Televizyon dizileri ve sinema filmlerinde de oynamaktadır. Epsilon Yayınları'ndan 2002 yılında ""Gözünü kırpma, düşerim"" adlı kitabı (ISBN 975-331-403-5) çıkmıştır.

Avukat Dalin Midyat ile evliliğinden 2006 yılında Zeynep Kavin adını verdiği kızı dünyaya gelmiştir.  Afife Tiyatro Ödülleri'nde jüri üyeliği yapmıştır.",Unknown,,,https://image.tmdb.org/t/p/w500/nKScTUtY9xv0eyejwvgfW4KkQjp.jpg,erbulaksevinc,https://www.instagram.com/erbulaksevinc/,SErbulak,https://twitter.com/SErbulak,,,,,nm1006938,Q7458088,0.23
238711,Lost in Love,Tansu Karaaslan,10,1255438,Gökşen Ateş,,Female,1984-04-14,,41,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/abR6Nr1JXdRdKBgKXla8W8PNgkt.jpg,goksenates,https://www.instagram.com/goksenates/,,,,,,,nm4689845,,0.14
238711,Lost in Love,İzzet Ertekin,11,2689536,Kamil Güler,,Male,1972-10-12,,53,"Adana, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/skEPpjbep6AeVHkohulekNd6hE0.jpg,kamilguler17,https://www.instagram.com/kamilguler17/,,,,,,,,,0.22
238711,Lost in Love,Atıf Kaftanlı,12,1578929,Nizam Namidar,,Male,1961-08-11,,64,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/5jfOEkUKCAkPcBD10pm1bH1V8Xf.jpg,nizamnamidar,https://www.instagram.com/nizamnamidar/,,,,,,,nm3273956,Q95794686,0.19
238711,Lost in Love,Fahrünisa Karaaslan,13,1918108,Sera Tokdemir,,Female,1981-04-11,,44,"Mersin, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/8io2467f3oSRkD5pz8UBf5Jvz1Z.jpg,tokdemirsera,https://www.instagram.com/tokdemirsera/,,,,,,,nm3895071,Q17046296,0.27
238711,Lost in Love,Mümtaz,14,929763,Nebil Sayın,Nebil Sayin | Небил Сайин  ,Male,1971-04-21,,54,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/4zhHxu0b8aocel5MLdJffRKegTf.jpg,nebsayin,https://www.instagram.com/nebsayin/,,,,,,,nm4363565,Q43303374,0.25
127588,"Love, Reason, Get Even",Esra Erten,0,1522700,Burcu Özberk,بورجو اوزبرک,Female,1989-12-12,,36,"Eskişehir, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/wDhKUUR7pRzgVolACed0YnSozbL.jpg,burcuozberk,https://www.instagram.com/burcuozberk/,burcu_ozberk,https://twitter.com/burcu_ozberk,,,,,nm2265464,Q17462365,1.27
127588,"Love, Reason, Get Even",Ozan Korfalı,1,2510156,İlhan Şen,,Male,1987-12-19,,38,"Shumen, Bulgaria",Bulgaria,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/hfXuzYYr0QfHsGrI6eu2wrE63jM.jpg,ilhansen,https://www.instagram.com/ilhansen/,illhansen,https://twitter.com/illhansen,,,,,nm5050741,Q107563558,1.3
127588,"Love, Reason, Get Even",Ekrem Erten,2,1992177,Mehmet Korhan Fırat,محمد فرهاد | محمد کوروش | مهراد کیان,Male,1988-08-26,,37,"Erzincan, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/87Lri6GuddVrTOcy1Bi9ofcHx9m.jpg,mehmetkorhan,https://www.instagram.com/mehmetkorhan/,,,,,,,nm8521876,Q85972972,0.71
127588,"Love, Reason, Get Even",Zümrüt Korfalı,3,1884711,Günay Karacaoğlu,,Female,1971-03-13,,55,"Kayseri, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/89R4B8WVYcWV4LARoutb9nABMKf.jpg,gunaykaracaoglu,https://www.instagram.com/gunaykaracaoglu/,,,,,,,,,0.26
127588,"Love, Reason, Get Even",Menekşe Erten,4,1463936,Zeynep Kankonde,,Female,1980-03-03,,46,"Eskişehir, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/jimRmLKus5HS5Gv9H0stQzF36yC.jpg,zeynepkankonde,https://www.instagram.com/zeynepkankonde/,ZeynepKankonde,https://twitter.com/ZeynepKankonde,,,,,nm5645341,Q76448395,0.24
127588,"Love, Reason, Get Even",Elif Korfalı,5,2031280,Ceren Koç,,Female,1990-08-16,,35,"İstanbul, Türkiye",Türkiye,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/9J22BHhT7kgFknHnP1YLb7VmzGI.jpg,cer.kc,https://www.instagram.com/cer.kc/,,,,,,,nm9547657,Q113483705,0.17
127588,"Love, Reason, Get Even",Musa,6,28951,Mehmet Yilmaz,,Male,1970-01-01,,56,"Lauffen am Neckar, Germany",Germany,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/hMDb4suPfKXJciS6MD89lsR8DBO.jpg,,,,,,,,,nm0948005,Q1917358,0.49
127588,"Love, Reason, Get Even",Yalçın Erten,7,1601864,Suleyman Atanisev,,Male,1969-01-27,,57,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/3o8UEveIk4MUOhxUDMhSDHFsWxe.jpg,atanisev,https://www.instagram.com/atanisev/,,,,,,,nm2199233,Q17046353,0.11
127588,"Love, Reason, Get Even",Zeynep,8,3126247,Sevda Baş,,Female,,,,,,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/3piHkw6bJwbtMHj5E8EUXWglCVN.jpg,,,,,,,,,,,0.12
292516,Reminder,Güneş,0,1522703,Hande Erçel,,Female,1993-11-24,,32,"Bandirma, Turkey",Turkey,Acting,"Hande Erçel (born 24 November 1993) is a Turkish actress and model, known for her work in television and films. One of turkey's highest-paid actressess. After studying from the Mimar Sinan Fine Arts University, she started her early modeling career, where she won the title of Miss Turkey in 2012, following this, Erçel made her acting debut with a role of Zahide in tv series The Wren.

She gain popularity after playing Selin Yılmaz in Romance, comedy television series Güneşin Kızları for which she won the Rising Star of the Year at Golden Butterfly Awards. Erçel is best known for her roles in Romance series Aşk Laftan Anlamaz (2016–17) and Romantic comedy, Drama series Sen Çal Kapımı (2020) in which her performance was highly acclaimed and won several accolades including Golden Wings Awards",Unknown,,,https://image.tmdb.org/t/p/w500/jrUvWNqOpfDm3D0KhbuRwQOy8Nu.jpg,handemiyy,https://www.instagram.com/handemiyy/,,,,,,,nm7495853,Q21083288,8.81
292516,Reminder,Deniz,1,1397246,Barış Arduç,,Male,1987-10-09,,38,"Scherzingen, Switzerland",Switzerland,Acting,"Baris Arduç is a Turkish television and film actor. Arduç was born in Switzerland on 9 October 1987, including his father, Erol Arduç, and his mother, Gülay Arduç. His paternal family of Albanian immigrants. His maternal is from Artvin. He has two brothers. At the age of 8, Baris Arduç moved to Turkey with his family. He graduated from high school in 2005 and subsequently won an education grant to enrolled at Kayseri Erciyes University Sports Academy. The future celebrity's family had enough money to provide the boy a good education. In his turn, the boy finished the school with excellent marks and began thinking about choosing a profession in which he could achieve great success. Arduç was fond of sport and decided to devote him to this sphere. He entered the Academy of Sports after the s",Married,Gupse Özay,,https://image.tmdb.org/t/p/w500/dmBfLOO1Rp1zakhi8iVUzKQp84.jpg,arducbrs,https://www.instagram.com/arducbrs/,baris_arduc,https://twitter.com/baris_arduc,,,,,nm6882090,Q21524192,2.94
292516,Reminder,Beren,2,1108184,Begüm Akkaya,,Female,1991-02-08,,35,"Istanbul, Turkey",Turkey,Acting,,Unknown,,,https://image.tmdb.org/t/p/w500/5JqzpYhyio17y0ievgDGEDiacBg.jpg,begumakkaya,https://www.instagram.com/begumakkaya/,akkayabegum,https://twitter.com/akkayabegum,,,,,nm3117945,Q56233070,0.42
